Account ID;Customer Name;Account Type;Branch;Transaction Type;Transaction Amount;Account Balance;Currency
ACC06089;Joseph Baker;Current;Los Angeles;Debit;1038,2;89304,81;EUR
ACC06090;Diane Cole;Recurring Deposit;New York;Debit;3744,34;9556,4;USD
ACC06091;Jill Moran;Current;Phoenix;Credit;241,63;26889,78;EUR
ACC06092;William Bailey;Fixed Deposit;San Antonio;Credit;3834,49;65461,58;USD
ACC06093;Michael Dougherty;Savings;Houston;Credit;3533,85;56064,2;JPY
ACC06094;Matthew Robinson;Savings;Chicago;Debit;3477,82;84219,31;JPY
ACC06095;Lauren Smith;Current;San Diego;Credit;1760,44;58168,87;USD
ACC06096;James Lynch;Fixed Deposit;Phoenix;Credit;1082,77;59778,97;GBP
ACC06097;Lawrence Jones;Current;San Antonio;Debit;1858,37;79558,38;USD
ACC06098;Jimmy Pham;Savings;San Antonio;Debit;2951,65;60723,85;USD
ACC06099;Holly Hill;Fixed Deposit;Phoenix;Credit;1443,97;2878,83;USD
ACC06100;Megan Morse;Recurring Deposit;Los Angeles;Credit;1595,91;1633,02;JPY
ACC06101;Mrs. Tammy Valdez;Savings;New York;Credit;2960,24;47564,34;INR
ACC06102;Haley Smith;Savings;New York;Debit;942,59;58087,22;JPY
ACC06103;Jessica Elliott;Current;Philadelphia;Credit;2952,45;58017,67;INR
ACC06104;Michelle Montgomery;Current;San Antonio;Debit;3771,25;98334,6;GBP
ACC06105;Mark Wallace;Recurring Deposit;Houston;Debit;3839,94;32465,47;GBP
ACC06106;John Cook;Savings;San Diego;Credit;2472,88;55407;JPY
ACC06107;Tyler Harper;Fixed Deposit;Houston;Debit;861,24;43325,21;EUR
ACC06108;Savannah Clark;Fixed Deposit;Chicago;Credit;2131,47;12067,2;GBP
ACC06109;Mr. Robert Lewis;Savings;Houston;Debit;4142,13;18984,85;JPY
ACC06110;Christy Jackson;Fixed Deposit;Los Angeles;Debit;576,47;43963,41;EUR
ACC06111;Brenda Armstrong;Recurring Deposit;San Antonio;Credit;1201,74;55373,89;JPY
ACC06112;Emily Fletcher;Savings;Los Angeles;Debit;235,85;41875,17;GBP
ACC06113;Katelyn Henson;Recurring Deposit;New York;Credit;3633,84;51681,01;GBP
ACC06114;Louis Taylor;Fixed Deposit;San Diego;Debit;3898,43;65562,21;GBP
ACC06115;Thomas Reynolds;Fixed Deposit;Phoenix;Debit;3633,36;92085,4;GBP
ACC06116;Amy Miller;Savings;San Antonio;Credit;1822,84;71484,83;USD
ACC06117;Ryan Lee;Savings;Los Angeles;Credit;3817,79;84635,66;USD
ACC06118;Jennifer Adams;Current;Chicago;Credit;2832,61;71761,02;JPY
ACC06119;Samuel Hamilton;Fixed Deposit;San Antonio;Credit;1846,8;54195,05;JPY
ACC06120;Jasmine Johnson;Recurring Deposit;Chicago;Debit;3273,85;32655,43;JPY
ACC06121;Ryan Morris;Recurring Deposit;Houston;Debit;2707,74;56653,1;EUR
ACC06122;Tonya Garcia DDS;Recurring Deposit;Philadelphia;Credit;4394,1;99563,25;JPY
ACC06123;Lori Sanders;Savings;Phoenix;Credit;3076,49;9003,05;USD
ACC06124;Julie Espinoza;Recurring Deposit;Chicago;Debit;4175,35;57618,45;INR
ACC06125;Stephanie Garcia;Current;Philadelphia;Credit;2975,76;56568,41;INR
ACC06126;James Roberts;Current;Chicago;Debit;3348,31;18862,52;EUR
ACC06127;Christian Morgan;Savings;Los Angeles;Credit;702,25;2763,65;GBP
ACC06128;Madison Ortiz;Fixed Deposit;Chicago;Credit;2985;36860,56;GBP
ACC06129;Joseph Stanton;Recurring Deposit;Chicago;Debit;986,34;83560,5;EUR
ACC06130;Amy Hughes;Recurring Deposit;San Antonio;Credit;4107,71;64386,91;JPY
ACC06131;Valerie Wyatt;Current;Los Angeles;Debit;3110,1;5410,03;INR
ACC06132;Jay Vasquez;Fixed Deposit;Los Angeles;Debit;929,34;207,93;GBP
ACC06133;Nicole Alexander;Recurring Deposit;San Antonio;Credit;715,83;43895,64;INR
ACC06134;Samantha Kane;Recurring Deposit;Houston;Debit;4603,35;43503,74;EUR
ACC06135;Erica Reed;Current;Houston;Debit;239,66;93308,97;INR
ACC06136;Travis Ritter;Fixed Deposit;Chicago;Debit;4570,95;26206,72;GBP
ACC06137;James Parsons;Recurring Deposit;Houston;Credit;1992,99;94066,85;JPY
ACC06138;Michael Jackson;Fixed Deposit;Chicago;Debit;1118,28;94270,18;JPY
ACC06139;Hannah Lee;Fixed Deposit;New York;Credit;3857,23;58950,8;INR
ACC06140;Kathleen Duncan;Current;Houston;Credit;3130,05;7984,16;USD
ACC06141;Dr. Cody Hopkins;Savings;Philadelphia;Debit;2012,06;57327,32;EUR
ACC06142;Christina Schaefer;Savings;San Antonio;Debit;3030,48;56924,34;EUR
ACC06143;Erik Morales;Fixed Deposit;Los Angeles;Debit;154,86;81480,13;EUR
ACC06144;Joseph Mcclain;Recurring Deposit;Philadelphia;Debit;951,26;99145,07;GBP
ACC06145;Nancy Smith;Recurring Deposit;Phoenix;Credit;688,99;63852,41;INR
ACC06146;Julie Parks;Current;New York;Credit;1146,43;75684,68;USD
ACC06147;Jessica Gardner;Savings;Los Angeles;Debit;4824,99;9254,98;USD
ACC06148;Amy Smith;Recurring Deposit;Phoenix;Debit;3712,38;92738,79;JPY
ACC06149;Eric Rodriguez;Recurring Deposit;Houston;Credit;851,82;20939,01;JPY
ACC06150;Jeremy King;Recurring Deposit;San Antonio;Debit;763,87;90255,1;INR
ACC06151;Roger Crawford;Savings;Philadelphia;Debit;2755,85;42009,94;INR
ACC06152;Deborah Jones;Recurring Deposit;San Diego;Credit;4513,4;30637,61;JPY
ACC06153;Karen Thomas;Recurring Deposit;San Antonio;Debit;3563,86;49942,92;USD
ACC06154;Anne Lin;Fixed Deposit;Phoenix;Debit;3758,34;72578,84;EUR
ACC06155;Anthony Harris;Savings;Philadelphia;Credit;3037,35;41614,55;GBP
ACC06156;Gerald Garrett;Savings;Philadelphia;Credit;1129,43;8151,01;INR
ACC06157;Kyle Johnson;Savings;Los Angeles;Credit;291,14;58841,65;GBP
ACC06158;Jessica Smith;Recurring Deposit;Houston;Credit;2128,3;93686,08;JPY
ACC06159;Rebecca Garrison;Recurring Deposit;Chicago;Credit;1854,23;2429,24;USD
ACC06160;Joseph Jones;Current;New York;Debit;721,78;59636,1;GBP
ACC06161;William Jones;Savings;Los Angeles;Credit;4291,24;86473,67;INR
ACC06162;Curtis Smith;Current;Los Angeles;Credit;1889,57;78086,84;USD
ACC06163;Jennifer Garcia;Current;Chicago;Debit;1549,97;76165,54;INR
ACC06164;Carlos Trevino;Recurring Deposit;Phoenix;Debit;1685,34;68808,56;USD
ACC06165;Anthony Brady;Fixed Deposit;Phoenix;Debit;3743,99;39351,48;JPY
ACC06166;Molly Jones;Current;Philadelphia;Credit;4673,26;26071,28;INR
ACC06167;Mary Roy;Current;San Diego;Credit;1249,47;65890,13;USD
ACC06168;Linda Mills;Recurring Deposit;San Antonio;Debit;3432,14;32167,97;INR
ACC06169;Alex Bell;Savings;New York;Credit;418,21;5111,96;EUR
ACC06170;Marcia Clark;Current;Houston;Credit;563,03;83705,7;EUR
ACC06171;Jermaine Johnson;Savings;Chicago;Credit;1683,88;28636,72;USD
ACC06172;Chris Sanchez;Savings;San Antonio;Debit;4809,29;67495,87;INR
ACC06173;Matthew Stewart;Savings;Los Angeles;Credit;2265,8;32218,32;USD
ACC06174;Jessica Atkinson;Recurring Deposit;Phoenix;Debit;1766,76;57234,02;INR
ACC06175;Lacey Shepherd;Fixed Deposit;New York;Credit;3098,65;78537,42;EUR
ACC06176;Matthew Green;Recurring Deposit;San Diego;Debit;1117,56;76114,17;GBP
ACC06177;Justin Dean DDS;Fixed Deposit;Chicago;Credit;3138,64;80502,79;GBP
ACC06178;Stephen Myers;Current;Philadelphia;Credit;1928,23;92728,14;USD
ACC06179;Bonnie Carroll;Recurring Deposit;Phoenix;Debit;3701,18;31664,36;USD
ACC06180;Brittany Campbell;Savings;Phoenix;Debit;464,17;15868,96;INR
ACC06181;Barry Robertson;Current;San Antonio;Debit;1512,6;56792,99;INR
ACC06182;Sara Copeland;Savings;Philadelphia;Debit;584,6;92772,91;USD
ACC06183;Tammie Smith;Current;New York;Debit;1142,51;44555,07;INR
ACC06184;Rodney Rivera;Recurring Deposit;Los Angeles;Debit;2174,45;83187,93;INR
ACC06185;Michael Coleman;Current;San Diego;Credit;1016,15;86443,48;INR
ACC06186;Misty Ward;Recurring Deposit;San Diego;Credit;3127,1;14443,84;USD
ACC06187;Sandy Cook;Recurring Deposit;San Antonio;Debit;4349,87;17519,54;INR
ACC06188;Nancy Preston;Fixed Deposit;San Diego;Credit;3558,27;40027,96;JPY
ACC06189;Mr. Larry Roach II;Savings;Chicago;Credit;3909,02;54616,41;GBP
ACC06190;Amy Barron;Savings;Phoenix;Credit;4106,19;35763,66;INR
ACC06191;Jonathan Alvarado;Savings;San Diego;Credit;962,35;52849,45;GBP
ACC06192;Stacey Harris;Current;Philadelphia;Credit;41,03;27777,84;INR
ACC06193;Cody Hernandez;Savings;San Antonio;Credit;800,08;61992,09;GBP
ACC06194;Maria Carpenter;Current;Philadelphia;Credit;4460,12;61010,49;GBP
ACC06195;Joel Williams;Recurring Deposit;Houston;Credit;3639,04;87885,7;EUR
ACC06196;Sydney Hall;Fixed Deposit;San Antonio;Debit;3218,5;16171,18;GBP
ACC06197;Thomas Carlson;Fixed Deposit;San Antonio;Credit;2230,98;50265,73;EUR
ACC06198;Sonia Smith;Current;Los Angeles;Credit;1895,27;67387,74;JPY
ACC06199;William Gallagher;Savings;Phoenix;Credit;184,07;1931,98;USD
ACC06200;Jeffrey Davis;Fixed Deposit;New York;Debit;783,41;62535;INR
ACC06201;Crystal Gordon;Fixed Deposit;Chicago;Credit;4377,7;69280,71;GBP
ACC06202;Christopher Willis;Recurring Deposit;Phoenix;Debit;3063,58;20344,14;EUR
ACC06203;Alexandria Freeman;Savings;Houston;Credit;2124,63;2189,64;EUR
ACC06204;Anna Morales;Recurring Deposit;Philadelphia;Debit;2530,43;90821,75;USD
ACC06205;Michael Sims;Fixed Deposit;Los Angeles;Debit;4308,55;58492,54;JPY
ACC06206;James Fletcher;Fixed Deposit;Phoenix;Debit;718,25;48479,71;EUR
ACC06207;James Evans;Recurring Deposit;San Antonio;Debit;379,18;15259;USD
ACC06208;Richard Blevins;Savings;San Antonio;Credit;924,8;45761,92;GBP
ACC06209;Anne White;Current;San Diego;Credit;1546,19;89492,41;USD
ACC06210;Cindy Jones;Current;Houston;Debit;4580,52;10256,05;INR
ACC06211;Jill Jennings;Current;San Diego;Credit;2943,2;50719,33;JPY
ACC06212;Andrew Moore;Fixed Deposit;Los Angeles;Debit;2301,92;24211,6;USD
ACC06213;Jason Ware;Fixed Deposit;Phoenix;Credit;2852,78;63247,15;INR
ACC06214;Zachary Peterson;Recurring Deposit;San Diego;Credit;406,55;86924,55;INR
ACC06215;Laurie Brown;Savings;San Diego;Credit;1419,89;9520,03;USD
ACC06216;Matthew Craig;Savings;Los Angeles;Credit;3394,23;16207,27;INR
ACC06217;Cheryl Roach;Savings;Los Angeles;Credit;1818,27;62642,89;GBP
ACC06218;Stephen Kennedy;Fixed Deposit;Los Angeles;Credit;698,45;88864,7;GBP
ACC06219;Michelle Sellers;Fixed Deposit;Phoenix;Debit;2469,67;16909,53;USD
ACC06220;Daniel Vega;Current;Los Angeles;Debit;491,61;73128,7;GBP
ACC06221;Thomas Burns;Current;San Antonio;Debit;4670,6;64934,17;GBP
ACC06222;Justin Smith;Fixed Deposit;Chicago;Credit;3656,61;20014,01;GBP
ACC06223;Kelly Morse;Current;Los Angeles;Debit;359,78;25224,8;GBP
ACC06224;Karen Collins;Recurring Deposit;Los Angeles;Credit;2538,84;696,28;USD
ACC06225;Debra Williams;Current;Houston;Debit;2660,88;62263,85;USD
ACC06226;Yvette Williams;Current;Chicago;Credit;3907,76;8717,39;INR
ACC06227;Jeffrey Kim;Recurring Deposit;Houston;Credit;4510,35;66668,55;USD
ACC06228;Sarah Cantu;Current;Chicago;Debit;1813,92;97531,66;EUR
ACC06229;Eddie Lee;Current;San Antonio;Debit;2037,53;2304,42;EUR
ACC06230;Lisa Lopez;Recurring Deposit;San Antonio;Credit;2703,63;7684,25;INR
ACC06231;Robert Hill;Savings;Chicago;Debit;1570,87;2496,96;EUR
ACC06232;Rodney Campbell;Recurring Deposit;Chicago;Debit;4702,16;24522,74;EUR
ACC06233;Katherine Daniel;Fixed Deposit;Chicago;Credit;3627,91;64198,28;EUR
ACC06234;Diana Walker;Current;New York;Debit;1729,54;17884,8;USD
ACC06235;Patricia Kelly;Fixed Deposit;Philadelphia;Debit;850,49;6435,31;GBP
ACC06236;Larry Montgomery;Fixed Deposit;Phoenix;Credit;1084,31;14789,72;USD
ACC06237;Diamond Rogers;Fixed Deposit;Chicago;Credit;1781,59;69954,2;INR
ACC06238;Stephanie Bond;Fixed Deposit;San Antonio;Debit;2094,75;24875,25;USD
ACC06239;Anthony Ashley;Savings;Houston;Credit;3942,61;90504,42;USD
ACC06240;Tina Phillips;Recurring Deposit;New York;Debit;3126,65;15103,84;USD
ACC06241;Leonard Mercado;Current;San Antonio;Debit;3114,63;81303,64;USD
ACC06242;Kristen Frey;Current;Philadelphia;Credit;4682,49;21700,57;EUR
ACC06243;Angela Miller;Savings;Chicago;Debit;2219,16;69450,57;INR
ACC06244;Karen Schmidt;Current;San Antonio;Debit;2878,4;81856,48;EUR
ACC06245;Stephanie Wells;Recurring Deposit;Los Angeles;Credit;92,09;55458,89;EUR
ACC06246;Jessica Higgins MD;Recurring Deposit;Los Angeles;Debit;4070,29;48632,49;JPY
ACC06247;Cristian Johnson;Fixed Deposit;Los Angeles;Credit;2917,73;61707,83;JPY
ACC06248;Monica Owens;Savings;Houston;Credit;2636,63;3676,6;INR
ACC06249;James Riley;Recurring Deposit;Philadelphia;Credit;2507,22;54752,64;EUR
ACC06250;Jeffrey Dixon;Current;Houston;Debit;4261,87;24125,32;EUR
ACC06251;Daniel Robinson;Savings;New York;Credit;2880,54;6740,72;GBP
ACC06252;Rebecca Mercado;Savings;Phoenix;Credit;3762,19;40761,7;GBP
ACC06253;Joseph Wilson;Savings;Houston;Debit;3863,59;65817,88;INR
ACC06254;Shelly Rubio;Savings;San Diego;Credit;4181,97;5694,16;USD
ACC06255;Tracey Fleming;Fixed Deposit;Philadelphia;Debit;527,42;39857,9;EUR
ACC06256;Robert Barrett;Recurring Deposit;San Antonio;Credit;2396,81;5216,09;JPY
ACC06257;Susan Walker;Fixed Deposit;Phoenix;Credit;311,32;51129,03;EUR
ACC06258;John Henderson;Fixed Deposit;San Antonio;Credit;2532,71;25262,6;EUR
ACC06259;Roger Wolfe;Fixed Deposit;San Diego;Debit;4503,85;94901,16;USD
ACC06260;Lisa Smith;Recurring Deposit;New York;Debit;596,39;35974,58;EUR
ACC06261;Christina Morse;Recurring Deposit;Philadelphia;Debit;3528,93;97535,52;GBP
ACC06262;Crystal Greene;Current;Phoenix;Credit;1769,98;35628,82;USD
ACC06263;Steven Evans;Recurring Deposit;Houston;Debit;4381,9;51866,11;INR
ACC06264;Tracy Johnson;Current;Houston;Debit;724,98;25531,14;USD
ACC06265;Michaela Franklin;Fixed Deposit;Chicago;Credit;3150,01;22470,67;INR
ACC06266;Kenneth Castro;Recurring Deposit;Los Angeles;Debit;929,53;77566,51;JPY
ACC06267;Rhonda Mcdaniel;Recurring Deposit;New York;Credit;4430,86;92805,91;GBP
ACC06268;Jennifer Miller;Savings;Philadelphia;Debit;3524;74223,41;INR
ACC06269;Micheal Pope;Fixed Deposit;Los Angeles;Debit;1357,07;8663,02;GBP
ACC06270;Kenneth Rocha;Fixed Deposit;Los Angeles;Debit;295,59;21838,93;GBP
ACC06271;Veronica Jones;Savings;Chicago;Credit;3717,57;93755,72;USD
ACC06272;Jonathan Allen;Current;Los Angeles;Credit;2464,95;50413,09;USD
ACC06273;Chris Richardson;Fixed Deposit;Phoenix;Debit;1962,43;97363,9;JPY
ACC06274;Timothy Manning;Current;New York;Debit;974,97;71305,77;USD
ACC06275;Elizabeth Boyer;Recurring Deposit;Philadelphia;Credit;2544,14;43487,14;EUR
ACC06276;Amy Neal;Recurring Deposit;Los Angeles;Debit;2440,93;24301,47;INR
ACC06277;Dawn Page;Current;Chicago;Debit;2087,2;22257,91;JPY
ACC06278;Erica Hardy;Current;Los Angeles;Credit;660,63;42476,45;INR
ACC06279;Gregory Roberts;Recurring Deposit;Houston;Credit;4558,13;53434,88;EUR
ACC06280;Scott Nguyen Jr.;Current;New York;Credit;4392,92;48410,76;EUR
ACC06281;Kimberly Waller;Recurring Deposit;Philadelphia;Credit;2935,5;73693,58;EUR
ACC06282;Nicole Sharp;Savings;Los Angeles;Debit;809,89;74229,85;USD
ACC06283;Michael Ruiz;Current;Chicago;Debit;2016,56;76163,9;USD
ACC06284;Anthony Walker;Current;San Antonio;Credit;4627,07;87523,66;GBP
ACC06285;Jesse Hancock;Recurring Deposit;New York;Credit;4547,77;12657,24;JPY
ACC06286;Tiffany Murphy;Savings;San Diego;Debit;2331,87;62574,2;EUR
ACC06287;Anna Wallace;Recurring Deposit;Phoenix;Debit;1885,52;13669,6;INR
ACC06288;Samantha Keller;Fixed Deposit;Philadelphia;Credit;2777,27;90517,99;GBP
ACC06289;Melissa Hernandez;Recurring Deposit;Philadelphia;Debit;1226,17;98416,75;GBP
ACC06290;Linda Chen;Savings;Chicago;Credit;2853,7;98014,28;GBP
ACC06291;Craig Smith;Savings;Philadelphia;Debit;3762,62;14581,98;JPY
ACC06292;Justin Johnson;Current;Phoenix;Debit;4830,89;36495,81;USD
ACC06293;Rebecca Garcia;Current;San Diego;Credit;2977,76;32649,24;INR
ACC06294;Patricia Floyd;Savings;Philadelphia;Credit;1294,69;50138,28;INR
ACC06295;Heather Parsons;Savings;Phoenix;Debit;4703,99;73074,05;USD
ACC06296;Brian Parker;Recurring Deposit;San Diego;Credit;3935,13;96045,51;GBP
ACC06297;Dawn Russell;Savings;Los Angeles;Credit;1884,18;78895,46;EUR
ACC06298;Susan Martinez;Current;Houston;Credit;3680,71;52254,8;JPY
ACC06299;Mrs. Anna Sanders;Savings;Los Angeles;Credit;1862,88;42904,91;JPY
ACC06300;Sheila Lopez;Fixed Deposit;San Diego;Debit;588,59;12519,91;INR
ACC06301;Kelli Jones;Fixed Deposit;San Antonio;Credit;1983,8;43850,41;INR
ACC06302;Karen Johnson;Savings;Los Angeles;Credit;1012,96;13766,48;GBP
ACC06303;Leonard Brown;Savings;Los Angeles;Credit;4575,97;22784,86;USD
ACC06304;Samantha White;Recurring Deposit;Houston;Debit;1018,42;53747,47;INR
ACC06305;Tommy Parrish;Recurring Deposit;New York;Debit;2337,75;6351,6;INR
ACC06306;Karen Holt;Recurring Deposit;Phoenix;Debit;620,76;96705,82;EUR
ACC06307;Sandra Kelly;Recurring Deposit;San Antonio;Debit;702,81;96082,54;GBP
ACC06308;Sarah Stevenson;Recurring Deposit;San Antonio;Debit;2722,61;46508,32;INR
ACC06309;Damon Lowe;Fixed Deposit;San Antonio;Debit;2046,17;14527,11;INR
ACC06310;Ashley Hernandez MD;Fixed Deposit;Philadelphia;Debit;4771,93;30916,35;GBP
ACC06311;Tanner Rasmussen;Savings;New York;Credit;3817,19;32612,17;GBP
ACC06312;Debra Hansen;Savings;Phoenix;Debit;337,93;55097,67;EUR
ACC06313;Roger Chavez;Recurring Deposit;Los Angeles;Credit;3029,08;58462,87;EUR
ACC06314;Lindsay Sanchez;Savings;San Diego;Debit;400,87;52479,17;EUR
ACC06315;Daryl Perez;Savings;Philadelphia;Credit;3615,12;81648,98;INR
ACC06316;Christopher Smith;Current;San Diego;Debit;488,4;79556,63;INR
ACC06317;Sandra Mills;Savings;New York;Debit;1784,18;57888,34;JPY
ACC06318;Brian Stewart Jr.;Recurring Deposit;San Diego;Credit;2415,51;41520,73;JPY
ACC06319;Tami Jackson;Current;Phoenix;Debit;1160,72;20818,12;EUR
ACC06320;Margaret Lopez;Savings;San Antonio;Debit;2617,9;42594,4;INR
ACC06321;Anthony Cooper;Savings;Houston;Credit;1036,19;89023,25;JPY
ACC06322;Douglas Rogers;Fixed Deposit;Los Angeles;Debit;3382,34;53679,42;INR
ACC06323;Julie Young;Recurring Deposit;San Antonio;Debit;2406,05;44897,52;EUR
ACC06324;Taylor Burgess;Current;San Diego;Credit;3285,38;94384,78;JPY
ACC06325;Angela Brown DDS;Fixed Deposit;San Antonio;Debit;3742,77;1762,73;USD
ACC06326;Michael Lyons;Recurring Deposit;San Antonio;Credit;2983,58;51405,85;EUR
ACC06327;Malik Fisher;Savings;New York;Credit;2615,5;91360,95;INR
ACC06328;Joshua Sims;Fixed Deposit;San Diego;Debit;2536,12;1403,33;INR
ACC06329;Ryan Morales;Recurring Deposit;San Diego;Credit;1146,2;32045,2;USD
ACC06330;Carol Gross;Recurring Deposit;New York;Debit;968,87;72038,72;JPY
ACC06331;Christopher Cobb;Savings;Houston;Credit;4639,33;85952,58;INR
ACC06332;Thomas Hill;Fixed Deposit;Phoenix;Debit;4185,25;53065,81;GBP
ACC06333;James Hicks;Current;New York;Debit;794,87;35301,03;JPY
ACC06334;James Walter;Fixed Deposit;Houston;Credit;4606,91;21317,69;INR
ACC06335;Paul Clark;Savings;Chicago;Debit;4074,64;44660,88;JPY
ACC06336;Albert Cochran;Current;Los Angeles;Credit;674,31;42804,63;EUR
ACC06337;Kathleen Adams;Savings;New York;Credit;1143,24;85131,6;EUR
ACC06338;Christine Hall;Current;San Diego;Debit;471,09;87846,85;GBP
ACC06339;Richard Anderson;Current;San Diego;Debit;3626,08;36288,76;JPY
ACC06340;Jennifer Sanchez;Current;San Diego;Credit;4320,58;86722,35;INR
ACC06341;Anthony Bishop;Savings;Philadelphia;Credit;4794,92;835,02;EUR
ACC06342;Janet Glenn;Savings;San Antonio;Debit;427,05;27006,8;JPY
ACC06343;Emily Pope;Savings;San Antonio;Debit;2092,39;91243,96;EUR
ACC06344;Justin Johnson;Current;Houston;Credit;1207,78;2197,87;INR
ACC06345;Karen Thomas;Current;San Diego;Credit;4766,7;54076,13;GBP
ACC06346;Michael Flores;Recurring Deposit;Los Angeles;Debit;3609,3;1261,67;INR
ACC06347;Tyler Lucas;Recurring Deposit;San Antonio;Debit;665,54;88368,53;EUR
ACC06348;Jay Johnson;Current;Phoenix;Credit;219,56;87509,28;GBP
ACC06349;Sarah Gomez;Recurring Deposit;Chicago;Credit;3214,51;26991,19;EUR
ACC06350;Angela Jackson;Fixed Deposit;Houston;Debit;1274,1;66881,59;USD
ACC06351;Monique Parker;Fixed Deposit;Chicago;Credit;1220,14;13244,09;USD
ACC06352;Julia Clark;Current;New York;Credit;973,69;46636,41;USD
ACC06353;Dr. Edgar Wolfe;Savings;Los Angeles;Credit;3587,21;82316,57;INR
ACC06354;Steven Nash;Recurring Deposit;New York;Debit;4475,62;40636,39;JPY
ACC06355;Theresa Wilson;Current;Phoenix;Credit;1567,26;19572,69;GBP
ACC06356;Brian Cannon;Current;Chicago;Credit;3148,11;15842,7;USD
ACC06357;Mrs. Angel Wiley;Recurring Deposit;Philadelphia;Debit;4331,45;3375,86;EUR
ACC06358;Sara Torres;Current;San Diego;Credit;766,83;28554,85;EUR
ACC06359;Gregg Cruz;Current;Philadelphia;Credit;2269,39;39154,27;USD
ACC06360;Daniel Terry;Savings;San Diego;Debit;1649,35;28502,56;USD
ACC06361;Daniel Brown;Fixed Deposit;Houston;Credit;1204,72;86727,22;USD
ACC06362;Deborah Johnson;Recurring Deposit;Los Angeles;Credit;2460,33;73401,02;INR
ACC06363;Jill Diaz;Recurring Deposit;New York;Debit;3080,32;76673,01;GBP
ACC06364;Katrina Mitchell;Savings;Philadelphia;Debit;1044,79;18025,95;EUR
ACC06365;Tiffany Cuevas;Recurring Deposit;San Diego;Debit;2856,74;34642,17;JPY
ACC06366;Mary Horton;Recurring Deposit;New York;Credit;4856,75;3209,12;EUR
ACC06367;Kimberly Warren;Current;Chicago;Debit;785,48;79898,66;JPY
ACC06368;Roy Thompson;Recurring Deposit;Chicago;Debit;2334,15;26110;INR
ACC06369;Rachel Hudson;Recurring Deposit;Houston;Debit;3684,91;80021,74;GBP
ACC06370;Stephanie Duarte;Recurring Deposit;Chicago;Debit;3688,74;52561,43;JPY
ACC06371;James Mccarthy;Recurring Deposit;Houston;Credit;4370,36;38245,37;EUR
ACC06372;Susan Robinson;Fixed Deposit;Houston;Credit;1980,23;14323,74;GBP
ACC06373;Jerry Ball;Savings;Philadelphia;Credit;3937,91;64997,37;USD
ACC06374;Ms. Christie Jefferson;Fixed Deposit;New York;Credit;3647,5;68107,75;EUR
ACC06375;Christopher Garrett;Fixed Deposit;San Diego;Debit;4834,13;46140,11;JPY
ACC06376;Dennis Perez;Savings;Chicago;Debit;4838,08;83569,42;INR
ACC06377;Brandi Harris;Savings;Philadelphia;Credit;3550,17;76964,62;EUR
ACC06378;Joseph Russell;Recurring Deposit;Philadelphia;Credit;4735,21;14991,31;JPY
ACC06379;Alicia Fox;Fixed Deposit;Phoenix;Credit;4103,11;3414,28;EUR
ACC06380;Jeffrey Brown;Current;Phoenix;Credit;4408,26;10310,35;JPY
ACC06381;Dillon Fritz;Fixed Deposit;New York;Credit;2992;43960,7;USD
ACC06382;Jeffrey Woods;Savings;Los Angeles;Debit;2267,09;12341,56;USD
ACC06383;Michael Park;Fixed Deposit;San Diego;Credit;509,51;26769,46;INR
ACC06384;Michael Cohen MD;Recurring Deposit;San Diego;Credit;3169,93;13102,63;USD
ACC06385;Bruce Butler;Current;San Antonio;Credit;2233,5;62383,97;GBP
ACC06386;Paula Nunez;Savings;San Diego;Credit;1885,12;6032,2;JPY
ACC06387;Rachel Macias;Fixed Deposit;Phoenix;Credit;2579,2;33813,76;EUR
ACC06388;Lisa Lewis;Fixed Deposit;San Antonio;Credit;671,18;12618,36;INR
ACC06389;Jason Williams;Current;Houston;Credit;4144,33;4646,15;EUR
ACC06390;James Hernandez;Fixed Deposit;Philadelphia;Credit;2776,47;18816,67;INR
ACC06391;Samuel Thomas;Savings;San Diego;Debit;3717,13;46469,69;JPY
ACC06392;Amanda Herrera;Recurring Deposit;Philadelphia;Debit;1936,93;39074,33;JPY
ACC06393;Kaitlin Camacho;Current;Philadelphia;Credit;2080,83;65623,6;JPY
ACC06394;Taylor Harrell;Fixed Deposit;San Diego;Credit;2987,07;55286,41;INR
ACC06395;Gail Russell;Recurring Deposit;Philadelphia;Debit;1473,44;75790,43;JPY
ACC06396;Travis Lozano;Recurring Deposit;Philadelphia;Credit;2985,65;63589,89;JPY
ACC06397;Anthony Crosby;Fixed Deposit;Los Angeles;Credit;4384,43;55039,01;GBP
ACC06398;Luis Booker;Recurring Deposit;New York;Debit;3644,68;67990,63;EUR
ACC06399;Marcia Barr;Current;Los Angeles;Credit;2036,34;62188,88;USD
ACC06400;Juan Valdez;Fixed Deposit;Los Angeles;Debit;684,3;27046,96;EUR
ACC06401;Sandra Fry;Fixed Deposit;New York;Credit;442,55;89161,31;INR
ACC06402;Anthony Allen;Fixed Deposit;Philadelphia;Credit;462,18;20048,33;EUR
ACC06403;Kathryn Carter;Current;Los Angeles;Debit;1629,31;18977,56;JPY
ACC06404;Melissa Jones;Recurring Deposit;New York;Debit;2733,9;58554,67;INR
ACC06405;Nancy Nelson;Fixed Deposit;Philadelphia;Credit;1340,68;43398,16;GBP
ACC06406;Melissa Taylor;Current;Philadelphia;Credit;706,68;67916,53;USD
ACC06407;Brent Smith;Recurring Deposit;Phoenix;Debit;859,19;4990,7;USD
ACC06408;Brandon Riley;Fixed Deposit;Chicago;Debit;1204,42;6226,97;INR
